HAK,0,ZUH,0
HDG,0,CTU,0
HET,0,CTU,0
HFE,0,CTU,0
HGH,0,CGO,0
HGH,0,CKG,0
HGH,0,CTU,0
HGH,0,DLC,0
HGH,0,HAK,0
HGH,0,KWE,0
HGH,0,TSN,0
HGH,0,TYN,0
HKG,0,CTU,0
HKG,0,YIH,0
HKG,0,ZHA,0
HKT,0,CKG,0
HKT,0,CTU,0
HRB,0,CGO,0
HRB,0,CZX,0
HRB,0,DLC,0
HRB,0,INC,0
HRB,0,NGB,0
HRB,0,NKG,0
HRB,0,NZH,0
HRB,0,SJW,0
HRB,0,TNA,0
HRB,0,TSN,0
HRB,0,WNZ,0
HRB,0,WUH,0
HRB,0,XIY,0
HRB,0,XUZ,0
ICN,0,CTU,0
INC,0,CKG,0
INC,0,CTU,0
INC,0,HRB,0
INC,0,KWL,0
JGN,0,LHW,0
JHG,0,CTU,0
JHG,0,KMG,0
JIQ,0,CTU,0
JJN,0,KWE,0
JJN,0,WUH,0
JZH,0,CTU,0
KHG,0,URC,0
KHN,0,CKG,0
KHN,0,CTU,0
KHN,0,KMG,0
KHN,0,NGB,0
KMG,0,CGO,0
KMG,0,CKG,0
KMG,0,CSX,0
KMG,0,CTU,0
KMG,0,JHG,0
KMG,0,KHN,0
KMG,0,KWE,0
KMG,0,LUM,0
KMG,0,NGB,0
KMG,0,NKG,0
KMG,0,TAO,0
KMG,0,TNA,0
KMG,0,TPE,0
KMG,0,WXN,0
KMG,0,XIY,0
KMG,0,XMN,0
KMG,0,XUZ,0
KOW,0,CTU,0
KOW,0,XMN,0
KWE,0,CTU,0
KWE,0,HGH,0
KWE,0,JJN,0
KWE,0,KMG,0
KWE,0,LHW,0
KWE,0,SYX,0
KWE,0,WNZ,0
KWE,0,XUZ,0
KWL,0,INC,0
KWL,0,SJW,0
KWL,0,SYX,0
LHW,0,CKG,0
LHW,0,CTU,0
LHW,0,DNH,0
LHW,0,JGN,0
LHW,0,KWE,0
LHW,0,TSN,0
LJG,0,CKG,0
LJG,0,CTU,0
LJG,0,MIG,0
LUM,0,CTU,0
LUM,0,KMG,0
LXA,0,CKG,0
LXA,0,CTU,0
LXA,0,GXH,0
LXA,0,XIY,0
LXA,0,XNN,0
LYI,0,XIY,0
LZY,0,CTU,0
MEL,0,CTU,0
MIG,0,LJG,0
MIG,0,NKG,0
MIG,0,SYX,0
MIG,0,XNN,0
NGB,0,CKG,0
NGB,0,HAK,0
NGB,0,HRB,0
NGB,0,KHN,0
NGB,0,KMG,0
NGB,0,SHE,0
NGB,0,SYX,0
NKG,0,CGQ,0
NKG,0,CKG,0
NKG,0,CTU,0
NKG,0,DYG,0
NKG,0,HRB,0
NKG,0,KMG,0
NKG,0,MIG,0
NKG,0,SYX,0
NNG,0,CKG,0
NNG,0,CTU,0
NNG,0,SGN,0
NNG,0,WUH,0
NTG,0,WUH,0
NZH,0,HRB,0
PEK,0,CKG,0
PEK,0,CTU,0
PEK,0,WXN,0
PEK,0,ZHY,0
PVG,0,CKG,0
PVG,0,CTU,0
PVG,0,SPN,0
PZI,0,CKG,0
PZI,0,CTU,0
SGN,0,NNG,0
SHE,0,CSX,0
SHE,0,CTU,0
SHE,0,DSN,0
SHE,0,NGB,0
SHE,0,TYN,0
SHE,0,XUZ,0
